3379
1142
1907
8073
1262
2292
923
2164
2946
3059
2569
1002
1037
2008
2482
1183
1070
3577
1211
1378
1365
2639
2140
1748
3074
3281
2392
3344
4259
1745
978
1401
2700
2055
1669
1347
1868
8114
1563
1575
4059
2221
14100
2129
3131
17940
9502
2850
8879
2663
2586
6324
1330
6659
4575
1750
3172
1093
5851
1561
1452
12604
2470
3318
5508
16430
4277
13222
955
2008
1795
1550
1767
1759
3996
2595
6156
8459
7559
4213
2422
4322
2077
909
2982
2686
1294
1497
1371
2820
2052
1670
3081
3147
3083
5018
4185
1855
3102
3169
3505
1650
3612
5734
3705
5078
1670
984
2645
3787
4860
3080
4070
3342
1095
5644
1654
7615
2616
1394
1572
2151
1194
2296
1890
1275
2513
6424
2469
14858
1516
1902
8497
934
1925
3094
3907
3706
3057
14473
1908
1800
1736
1647
2798
983
3463
2447
1891
10266
6907
4814
2787
2480
4690
4624
1350
9533
1290
3194
1971
3896
1423
983
3453
2354
1811
3540
2549
2813
4508
4725
9000
1007
3943
1129
7644
7492
3830
1311
14838
2130
2019
2417
3768
7745
1879
1880
5305
1259
2646
1737
16178
1441
2926
6943
4165
5477
5988
4682
4787
1219
3958
2248
1370
6583
1456
1857
2370
5124
1989
6325
5460
1632
2346
1039
7140
